subject	stim	trial	native	AT	w1_bnc_freq	w1_and_bnc_freq	w2_bnc_freq	and_w2_bnc_freq	stim_type	phrasal_freq	phrasal_length	length_stay	age_expose
28	buy_and_sell	67	Native speaker	931	12293	240	7606	431	bi	84	10	9999	9999
28	cause_and_effect	90	Native speaker	933	12883	370	23149	270	bi	143	14	9999	9999
28	child_and_mother	104	Native speaker	1642	23669	737	24401	426	rev	5	14	9999	9999
28	crime_and_punishment	24	Native speaker	1452	6922	682	2215	193	bi	109	18	9999	9999
28	demand_and_supply	50	Native speaker	1168	10907	405	9550	310	rev	80	15	9999	9999
28	family_and_friends	53	Native speaker	1117	33713	1866	14540	870	bi	331	16	9999	9999
28	flora_and_fauna	81	Native speaker	810	954	181	358	140	bi	132	13	9999	9999
28	fork_and_knife	85	Native speaker	1147	844	74	2589	19	rev	4	12	9999	9999
28	forwards_and_backwards	15	Native speaker	1227	1470	240	1739	82	rev	60	20	9999	9999
28	gold_and_silver	17	Native speaker	869	7563	587	4883	490	bi	173	13	9999	9999
28	groom_and_bride	33	Native speaker	938	499	40	1088	7	rev	0	13	9999	9999
28	loss_and_profit	115	Native speaker	914	11476	296	5884	168	rev	0	13	9999	9999
28	men_and_women	91	Native speaker	729	37104	3434	38240	2807	bi	1956	11	9999	9999
28	mix_and_match	43	Native speaker	1121	2663	100	9361	119	bi	43	11	9999	9999
28	mouse_and_cat	62	Native speaker	1076	1856	83	3847	43	rev	0	11	9999	9999
28	newspapers_and_magazines	108	Native speaker	1664	3413	474	1670	198	bi	96	22	9999	9999
28	night_and_day	79	Native speaker	815	34976	1517	60221	262	rev	110	11	9999	9999
28	pain_and_suffering	30	Native speaker	921	7012	800	4180	257	bi	83	16	9999	9999
28	present_and_past	92	Native speaker	1220	24863	647	25393	185	rev	25	14	9999	9999
28	purposes_and_intents	103	Native speaker	1182	5833	209	119	1	rev	0	18	9999	9999
28	queen_and_king	88	Native speaker	2151	7717	276	15765	225	rev	0	12	9999	9999
28	radio_and_television	124	Native speaker	1319	8733	682	9773	693	bi	275	18	9999	9999
28	read_and_write	19	Native speaker	880	22166	581	10649	532	bi	133	12	9999	9999
28	research_and_development	8	Native speaker	967	26688	1937	32000	2352	bi	739	22	9999	9999
28	right_and_wrong	68	Native speaker	843	90699	2041	15505	194	bi	144	13	9999	9999
28	safe_and_sound	46	Native speaker	1011	6671	587	13821	374	bi	46	12	9999	9999
28	sciences_and_arts	44	Native speaker	1235	2074	160	5308	116	rev	2	15	9999	9999
28	soul_and_heart	27	Native speaker	908	2909	145	13323	140	rev	1	12	9999	9999
28	stocks_and_shares	89	Native speaker	1205	1688	197	8388	153	bi	74	15	9999	9999
28	sweet_and_sour	119	Native speaker	947	3477	259	622	68	bi	36	12	9999	9999
28	trial_and_error	6	Native speaker	1058	6386	352	8703	187	bi	156	13	9999	9999
28	war_and_peace	47	Native speaker	758	27280	1375	8703	335	bi	72	11	9999	9999
28	well_and_alive	57	Native speaker	948	142377	1832	4039	49	rev	0	12	9999	9999
28	west_and_east	117	Native speaker	903	21019	594	17261	659	rev	63	11	9999	9999
28	white_and_black	32	Native speaker	817	23427	911	23864	927	rev	51	13	9999	9999
28	wife_and_husband	123	Native speaker	953	16474	1450	10725	97	rev	9	14	9999	9999
29	alive_and_well	26	Non-native speaker	1000	4039	431	142377	1162	bi	114	12	72	10
29	arts_and_sciences	62	Non-native speaker	1083	5308	628	2074	60	bi	52	15	72	10
29	backwards_and_forwards	61	Non-native speaker	1321	1739	343	1470	262	bi	223	20	72	10
29	black_and_white	5	Non-native speaker	693	23864	2058	23427	2388	bi	1096	13	72	10
29	bread_and_butter	50	Non-native speaker	717	3637	886	2087	307	bi	204	14	72	10
29	bride_and_groom	25	Non-native speaker	902	1088	155	499	109	bi	97	13	72	10
29	cat_and_mouse	114	Non-native speaker	981	3847	180	1856	96	bi	37	11	72	10
29	day_and_night	87	Non-native speaker	769	60221	2676	34976	437	bi	319	11	72	10
29	development_and_research	56	Non-native speaker	1447	32000	1733	26688	789	rev	4	22	72	10
29	east_and_west	71	Non-native speaker	938	17261	931	21019	1183	bi	380	11	72	10
29	effect_and_cause	88	Non-native speaker	1125	23149	12883	12883	264	rev	2	14	72	10
29	error_and_trial	24	Non-native speaker	1048	3809	96	6386	41	rev	0	13	72	10
29	fauna_and_flora	83	Non-native speaker	1019	358	61	954	74	rev	38	13	72	10
29	food_and_drink	33	Non-native speaker	871	18689	2347	7691	606	bi	338	12	72	10
29	friends_and_family	60	Non-native speaker	911	14540	1479	33713	974	rev	101	16	72	10
29	heart_and_soul	42	Non-native speaker	784	13323	647	2909	190	bi	57	12	72	10
29	husband_and_wife	11	Non-native speaker	1032	10725	1037	16474	577	bi	406	14	72	10
29	intents_and_purposes	73	Non-native speaker	1300	119	110	5833	182	bi	109	18	72	10
29	king_and_queen	77	Non-native speaker	800	15765	691	7717	257	bi	87	12	72	10
29	knife_and_fork	86	Non-native speaker	907	2589	318	844	101	bi	87	12	72	10
29	magazines_and_newspapers	43	Non-native speaker	1486	1670	232	3413	154	rev	32	22	72	10
29	match_and_mix	41	Non-native speaker	1094	9361	232	2663	116	rev	0	11	72	10
29	mind_and_body	13	Non-native speaker	905	27103	1084	24657	493	bi	139	11	72	10
29	mother_and_child	102	Non-native speaker	1063	24401	1681	23669	632	bi	91	14	72	10
29	name_and_address	90	Non-native speaker	845	25473	1454	6863	584	bi	516	14	72	10
29	past_and_present	109	Non-native speaker	965	25393	983	24863	492	bi	251	14	72	10
29	peace_and_war	4	Non-native speaker	790	8703	937	27280	191	rev	22	11	72	10
29	profit_and_loss	99	Non-native speaker	1055	5884	532	11476	608	bi	363	13	72	10
29	punishment_and_crime	30	Non-native speaker	1240	2215	83	6922	137	rev	0	18	72	10
29	sell_and_buy	117	Non-native speaker	849	7606	97	12293	533	rev	3	10	72	10
29	shares_and_stocks	91	Non-native speaker	1244	8388	258	1688	26	rev	0	15	72	10
29	silver_and_gold	47	Non-native speaker	1000	4883	321	7563	472	rev	52	13	72	10
29	sisters_and_brothers	82	Non-native speaker	1225	1960	141	3513	75	rev	15	18	72	10
29	sound_and_safe	93	Non-native speaker	982	13821	508	6671	225	rev	4	12	72	10
29	sour_and_sweet	97	Non-native speaker	1073	622	19	3477	190	rev	0	12	72	10
29	state_and_church	112	Non-native speaker	1120	35580	1467	20207	203	rev	4	14	72	10
29	suffering_and_pain	16	Non-native speaker	1348	4180	185	7012	245	rev	4	16	72	10
29	supply_and_demand	123	Non-native speaker	1335	9550	616	10907	395	bi	177	15	72	10
29	television_and_radio	85	Non-native speaker	1215	9773	668	8733	479	rev	151	18	72	10
29	women_and_men	118	Non-native speaker	879	38240	2015	37104	761	rev	251	11	72	10
29	write_and_read	7	Non-native speaker	933	10649	254	22166	669	rev	2	12	72	10
29	wrong_and_right	21	Non-native speaker	865	15505	435	90699	686	rev	0	13	72	10
2	address_and_name	93	Native speaker	752	6863	386	25473	76	rev	1	14	9999	9999
2	body_and_mind	45	Native speaker	819	24657	1224	27103	173	rev	51	11	9999	9999
2	brothers_and_sisters	84	Native speaker	898	3513	524	1960	376	bi	318	18	9999	9999
2	butter_and_bread	12	Native speaker	1767	2087	340	3637	146	rev	0	14	9999	9999
2	buy_and_sell	67	Native speaker	708	12293	240	7606	431	bi	84	10	9999	9999
2	cause_and_effect	90	Native speaker	980	12883	370	23149	270	bi	143	14	9999	9999
2	child_and_mother	104	Native speaker	1891	23669	737	24401	426	rev	5	14	9999	9999
2	church_and_state	96	Native speaker	900	20207	1231	35580	605	bi	102	14	9999	9999
2	crime_and_punishment	24	Native speaker	980	6922	682	2215	193	bi	109	18	9999	9999
2	demand_and_supply	50	Native speaker	979	10907	405	9550	310	rev	80	15	9999	9999
2	drink_and_food	42	Native speaker	688	7691	624	18689	818	rev	4	12	9999	9999
2	family_and_friends	53	Native speaker	982	33713	1866	14540	870	bi	331	16	9999	9999
2	flora_and_fauna	81	Native speaker	854	954	181	358	140	bi	132	13	9999	9999
2	fork_and_knife	85	Native speaker	735	844	74	2589	19	rev	4	12	9999	9999
2	forwards_and_backwards	15	Native speaker	1273	1470	240	1739	82	rev	60	20	9999	9999
2	gold_and_silver	17	Native speaker	720	7563	587	4883	490	bi	173	13	9999	9999
2	groom_and_bride	33	Native speaker	729	499	40	1088	7	rev	0	13	9999	9999
2	loss_and_profit	115	Native speaker	872	11476	296	5884	168	rev	0	13	9999	9999
2	men_and_women	91	Native speaker	847	37104	3434	38240	2807	bi	1956	11	9999	9999
2	mix_and_match	43	Native speaker	829	2663	100	9361	119	bi	43	11	9999	9999
2	mouse_and_cat	62	Native speaker	2078	1856	83	3847	43	rev	0	11	9999	9999
2	newspapers_and_magazines	108	Native speaker	1134	3413	474	1670	198	bi	96	22	9999	9999
2	night_and_day	79	Native speaker	779	34976	1517	60221	262	rev	110	11	9999	9999
2	pain_and_suffering	30	Native speaker	976	7012	800	4180	257	bi	83	16	9999	9999
2	present_and_past	92	Native speaker	2099	24863	647	25393	185	rev	25	14	9999	9999
2	purposes_and_intents	103	Native speaker	1195	5833	209	119	1	rev	0	18	9999	9999
2	queen_and_king	88	Native speaker	795	7717	276	15765	225	rev	0	12	9999	9999
2	radio_and_television	124	Native speaker	2013	8733	682	9773	693	bi	275	18	9999	9999
2	read_and_write	19	Native speaker	975	22166	581	10649	532	bi	133	12	9999	9999
2	research_and_development	8	Native speaker	1510	26688	1937	32000	2352	bi	739	22	9999	9999
2	right_and_wrong	68	Native speaker	672	90699	2041	15505	194	bi	144	13	9999	9999
2	safe_and_sound	46	Native speaker	1756	6671	587	13821	374	bi	46	12	9999	9999
2	sciences_and_arts	44	Native speaker	1089	2074	160	5308	116	rev	2	15	9999	9999
2	soul_and_heart	27	Native speaker	1494	2909	145	13323	140	rev	1	12	9999	9999
2	stocks_and_shares	89	Native speaker	1011	1688	197	8388	153	bi	74	15	9999	9999
2	sweet_and_sour	119	Native speaker	1945	3477	259	622	68	bi	36	12	9999	9999
2	war_and_peace	47	Native speaker	879	27280	1375	8703	335	bi	72	11	9999	9999
2	well_and_alive	57	Native speaker	1488	142377	1832	4039	49	rev	0	12	9999	9999
2	west_and_east	117	Native speaker	1014	21019	594	17261	659	rev	63	11	9999	9999
2	white_and_black	32	Native speaker	775	23427	911	23864	927	rev	51	13	9999	9999
2	wife_and_husband	123	Native speaker	702	16474	1450	10725	97	rev	9	14	9999	9999
30	address_and_name	93	Non-native speaker	1086	6863	386	25473	76	rev	1	14	5	10
30	body_and_mind	45	Non-native speaker	861	24657	1224	27103	173	rev	51	11	5	10
30	brothers_and_sisters	84	Non-native speaker	1989	3513	524	1960	376	bi	318	18	5	10
30	butter_and_bread	12	Non-native speaker	2148	2087	340	3637	146	rev	0	14	5	10
30	buy_and_sell	67	Non-native speaker	853	12293	240	7606	431	bi	84	10	5	10
30	cause_and_effect	90	Non-native speaker	1072	12883	370	23149	270	bi	143	14	5	10
30	child_and_mother	104	Non-native speaker	1064	23669	737	24401	426	rev	5	14	5	10
30	church_and_state	96	Non-native speaker	1072	20207	1231	35580	605	bi	102	14	5	10
30	crime_and_punishment	24	Non-native speaker	1120	6922	682	2215	193	bi	109	18	5	10
30	demand_and_supply	50	Non-native speaker	1103	10907	405	9550	310	rev	80	15	5	10
30	drink_and_food	42	Non-native speaker	996	7691	624	18689	818	rev	4	12	5	10
30	family_and_friends	53	Non-native speaker	1054	33713	1866	14540	870	bi	331	16	5	10
30	fork_and_knife	85	Non-native speaker	984	844	74	2589	19	rev	4	12	5	10
30	forwards_and_backwards	15	Non-native speaker	1218	1470	240	1739	82	rev	60	20	5	10
30	gold_and_silver	17	Non-native speaker	1968	7563	587	4883	490	bi	173	13	5	10
30	loss_and_profit	115	Non-native speaker	949	11476	296	5884	168	rev	0	13	5	10
30	mix_and_match	43	Non-native speaker	961	2663	100	9361	119	bi	43	11	5	10
30	mouse_and_cat	62	Non-native speaker	898	1856	83	3847	43	rev	0	11	5	10
30	newspapers_and_magazines	108	Non-native speaker	1437	3413	474	1670	198	bi	96	22	5	10
30	night_and_day	79	Non-native speaker	1353	34976	1517	60221	262	rev	110	11	5	10
30	pain_and_suffering	30	Non-native speaker	939	7012	800	4180	257	bi	83	16	5	10
30	present_and_past	92	Non-native speaker	997	24863	647	25393	185	rev	25	14	5	10
30	purposes_and_intents	103	Non-native speaker	1242	5833	209	119	1	rev	0	18	5	10
30	queen_and_king	88	Non-native speaker	898	7717	276	15765	225	rev	0	12	5	10
30	radio_and_television	124	Non-native speaker	1202	8733	682	9773	693	bi	275	18	5	10
30	read_and_write	19	Non-native speaker	819	22166	581	10649	532	bi	133	12	5	10
30	research_and_development	8	Non-native speaker	1272	26688	1937	32000	2352	bi	739	22	5	10
30	right_and_wrong	68	Non-native speaker	1614	90699	2041	15505	194	bi	144	13	5	10
30	safe_and_sound	46	Non-native speaker	948	6671	587	13821	374	bi	46	12	5	10
30	sciences_and_arts	44	Non-native speaker	1296	2074	160	5308	116	rev	2	15	5	10
30	soul_and_heart	27	Non-native speaker	1018	2909	145	13323	140	rev	1	12	5	10
30	stocks_and_shares	89	Non-native speaker	1112	1688	197	8388	153	bi	74	15	5	10
30	sweet_and_sour	119	Non-native speaker	1012	3477	259	622	68	bi	36	12	5	10
30	trial_and_error	6	Non-native speaker	1050	6386	352	8703	187	bi	156	13	5	10
30	war_and_peace	47	Non-native speaker	980	27280	1375	8703	335	bi	72	11	5	10
30	well_and_alive	57	Non-native speaker	966	142377	1832	4039	49	rev	0	12	5	10
30	west_and_east	117	Non-native speaker	1208	21019	594	17261	659	rev	63	11	5	10
30	white_and_black	32	Non-native speaker	917	23427	911	23864	927	rev	51	13	5	10
30	wife_and_husband	123	Non-native speaker	997	16474	1450	10725	97	rev	9	14	5	10
31	alive_and_well	26	Non-native speaker	1005	4039	431	142377	1162	bi	114	12	29	14
31	arts_and_sciences	62	Non-native speaker	1239	5308	628	2074	60	bi	52	15	29	14
31	backwards_and_forwards	61	Non-native speaker	1595	1739	343	1470	262	bi	223	20	29	14
31	black_and_white	5	Non-native speaker	968	23864	2058	23427	2388	bi	1096	13	29	14
31	bread_and_butter	50	Non-native speaker	766	3637	886	2087	307	bi	204	14	29	14
31	bride_and_groom	25	Non-native speaker	888	1088	155	499	109	bi	97	13	29	14
31	cat_and_mouse	114	Non-native speaker	938	3847	180	1856	96	bi	37	11	29	14
31	day_and_night	87	Non-native speaker	2230	60221	2676	34976	437	bi	319	11	29	14
31	development_and_research	56	Non-native speaker	1489	32000	1733	26688	789	rev	4	22	29	14
31	east_and_west	71	Non-native speaker	904	17261	931	21019	1183	bi	380	11	29	14
31	effect_and_cause	88	Non-native speaker	1104	23149	12883	12883	264	rev	2	14	29	14
31	error_and_trial	24	Non-native speaker	1137	3809	96	6386	41	rev	0	13	29	14
31	fauna_and_flora	83	Non-native speaker	1546	358	61	954	74	rev	38	13	29	14
31	food_and_drink	33	Non-native speaker	873	18689	2347	7691	606	bi	338	12	29	14
31	friends_and_family	60	Non-native speaker	2078	14540	1479	33713	974	rev	101	16	29	14
31	heart_and_soul	42	Non-native speaker	859	13323	647	2909	190	bi	57	12	29	14
31	husband_and_wife	11	Non-native speaker	902	10725	1037	16474	577	bi	406	14	29	14
31	intents_and_purposes	73	Non-native speaker	1234	119	110	5833	182	bi	109	18	29	14
31	king_and_queen	77	Non-native speaker	811	15765	691	7717	257	bi	87	12	29	14
31	knife_and_fork	86	Non-native speaker	1254	2589	318	844	101	bi	87	12	29	14
31	magazines_and_newspapers	43	Non-native speaker	1679	1670	232	3413	154	rev	32	22	29	14
31	match_and_mix	41	Non-native speaker	905	9361	232	2663	116	rev	0	11	29	14
31	mind_and_body	13	Non-native speaker	929	27103	1084	24657	493	bi	139	11	29	14
31	mother_and_child	102	Non-native speaker	1093	24401	1681	23669	632	bi	91	14	29	14
31	name_and_address	90	Non-native speaker	997	25473	1454	6863	584	bi	516	14	29	14
31	past_and_present	109	Non-native speaker	1002	25393	983	24863	492	bi	251	14	29	14
31	peace_and_war	4	Non-native speaker	869	8703	937	27280	191	rev	22	11	29	14
31	profit_and_loss	99	Non-native speaker	1224	5884	532	11476	608	bi	363	13	29	14
31	punishment_and_crime	30	Non-native speaker	1398	2215	83	6922	137	rev	0	18	29	14
31	sell_and_buy	117	Non-native speaker	915	7606	97	12293	533	rev	3	10	29	14
31	shares_and_stocks	91	Non-native speaker	1188	8388	258	1688	26	rev	0	15	29	14
31	silver_and_gold	47	Non-native speaker	1005	4883	321	7563	472	rev	52	13	29	14
31	sisters_and_brothers	82	Non-native speaker	2288	1960	141	3513	75	rev	15	18	29	14
31	sound_and_safe	93	Non-native speaker	1159	13821	508	6671	225	rev	4	12	29	14
31	sour_and_sweet	97	Non-native speaker	1098	622	19	3477	190	rev	0	12	29	14
31	state_and_church	112	Non-native speaker	1425	35580	1467	20207	203	rev	4	14	29	14
31	suffering_and_pain	16	Non-native speaker	1306	4180	185	7012	245	rev	4	16	29	14
31	supply_and_demand	123	Non-native speaker	1286	9550	616	10907	395	bi	177	15	29	14
31	television_and_radio	85	Non-native speaker	1375	9773	668	8733	479	rev	151	18	29	14
31	women_and_men	118	Non-native speaker	1083	38240	2015	37104	761	rev	251	11	29	14
31	write_and_read	7	Non-native speaker	854	10649	254	22166	669	rev	2	12	29	14
31	wrong_and_right	21	Non-native speaker	907	15505	435	90699	686	rev	0	13	29	14
32	address_and_name	93	Non-native speaker	1608	6863	386	25473	76	rev	1	14	18	11
32	body_and_mind	45	Non-native speaker	1463	24657	1224	27103	173	rev	51	11	18	11
32	brothers_and_sisters	84	Non-native speaker	1806	3513	524	1960	376	bi	318	18	18	11
32	butter_and_bread	12	Non-native speaker	1343	2087	340	3637	146	rev	0	14	18	11
32	buy_and_sell	67	Non-native speaker	1323	12293	240	7606	431	bi	84	10	18	11
32	cause_and_effect	90	Non-native speaker	1650	12883	370	23149	270	bi	143	14	18	11
32	child_and_mother	104	Non-native speaker	1401	23669	737	24401	426	rev	5	14	18	11
32	church_and_state	96	Non-native speaker	1853	20207	1231	35580	605	bi	102	14	18	11
32	crime_and_punishment	24	Non-native speaker	1873	6922	682	2215	193	bi	109	18	18	11
32	demand_and_supply	50	Non-native speaker	1617	10907	405	9550	310	rev	80	15	18	11
32	drink_and_food	42	Non-native speaker	1259	7691	624	18689	818	rev	4	12	18	11
32	family_and_friends	53	Non-native speaker	1517	33713	1866	14540	870	bi	331	16	18	11
32	flora_and_fauna	81	Non-native speaker	1524	954	181	358	140	bi	132	13	18	11
32	fork_and_knife	85	Non-native speaker	1362	844	74	2589	19	rev	4	12	18	11
32	forwards_and_backwards	15	Non-native speaker	1631	1470	240	1739	82	rev	60	20	18	11
32	gold_and_silver	17	Non-native speaker	1499	7563	587	4883	490	bi	173	13	18	11
32	groom_and_bride	33	Non-native speaker	1367	499	40	1088	7	rev	0	13	18	11
32	loss_and_profit	115	Non-native speaker	1868	11476	296	5884	168	rev	0	13	18	11
32	mix_and_match	43	Non-native speaker	1547	2663	100	9361	119	bi	43	11	18	11
32	mouse_and_cat	62	Non-native speaker	1602	1856	83	3847	43	rev	0	11	18	11
32	newspapers_and_magazines	108	Non-native speaker	2055	3413	474	1670	198	bi	96	22	18	11
32	night_and_day	79	Non-native speaker	1480	34976	1517	60221	262	rev	110	11	18	11
32	pain_and_suffering	30	Non-native speaker	1613	7012	800	4180	257	bi	83	16	18	11
32	present_and_past	92	Non-native speaker	1847	24863	647	25393	185	rev	25	14	18	11
32	queen_and_king	88	Non-native speaker	1454	7717	276	15765	225	rev	0	12	18	11
32	radio_and_television	124	Non-native speaker	1815	8733	682	9773	693	bi	275	18	18	11
32	read_and_write	19	Non-native speaker	1270	22166	581	10649	532	bi	133	12	18	11
32	research_and_development	8	Non-native speaker	2002	26688	1937	32000	2352	bi	739	22	18	11
32	right_and_wrong	68	Non-native speaker	1444	90699	2041	15505	194	bi	144	13	18	11
32	safe_and_sound	46	Non-native speaker	1577	6671	587	13821	374	bi	46	12	18	11
32	sciences_and_arts	44	Non-native speaker	2073	2074	160	5308	116	rev	2	15	18	11
32	soul_and_heart	27	Non-native speaker	1387	2909	145	13323	140	rev	1	12	18	11
32	stocks_and_shares	89	Non-native speaker	1769	1688	197	8388	153	bi	74	15	18	11
32	trial_and_error	6	Non-native speaker	1408	6386	352	8703	187	bi	156	13	18	11
32	war_and_peace	47	Non-native speaker	1514	27280	1375	8703	335	bi	72	11	18	11
32	well_and_alive	57	Non-native speaker	1418	142377	1832	4039	49	rev	0	12	18	11
32	west_and_east	117	Non-native speaker	1665	21019	594	17261	659	rev	63	11	18	11
32	white_and_black	32	Non-native speaker	1153	23427	911	23864	927	rev	51	13	18	11
32	wife_and_husband	123	Non-native speaker	1566	16474	1450	10725	97	rev	9	14	18	11
33	alive_and_well	26	Non-native speaker	990	4039	431	142377	1162	bi	114	12	31	5
33	arts_and_sciences	62	Non-native speaker	1397	5308	628	2074	60	bi	52	15	31	5
33	backwards_and_forwards	61	Non-native speaker	1313	1739	343	1470	262	bi	223	20	31	5
33	black_and_white	5	Non-native speaker	775	23864	2058	23427	2388	bi	1096	13	31	5
33	bread_and_butter	50	Non-native speaker	736	3637	886	2087	307	bi	204	14	31	5
33	bride_and_groom	25	Non-native speaker	937	1088	155	499	109	bi	97	13	31	5
33	cat_and_mouse	114	Non-native speaker	953	3847	180	1856	96	bi	37	11	31	5
33	day_and_night	87	Non-native speaker	834	60221	2676	34976	437	bi	319	11	31	5
33	development_and_research	56	Non-native speaker	1320	32000	1733	26688	789	rev	4	22	31	5
33	east_and_west	71	Non-native speaker	986	17261	931	21019	1183	bi	380	11	31	5
33	effect_and_cause	88	Non-native speaker	1216	23149	12883	12883	264	rev	2	14	31	5
33	error_and_trial	24	Non-native speaker	943	3809	96	6386	41	rev	0	13	31	5
33	fauna_and_flora	83	Non-native speaker	1169	358	61	954	74	rev	38	13	31	5
33	food_and_drink	33	Non-native speaker	1062	18689	2347	7691	606	bi	338	12	31	5
33	friends_and_family	60	Non-native speaker	1174	14540	1479	33713	974	rev	101	16	31	5
33	heart_and_soul	42	Non-native speaker	943	13323	647	2909	190	bi	57	12	31	5
33	husband_and_wife	11	Non-native speaker	1068	10725	1037	16474	577	bi	406	14	31	5
33	intents_and_purposes	73	Non-native speaker	1413	119	110	5833	182	bi	109	18	31	5
33	king_and_queen	77	Non-native speaker	909	15765	691	7717	257	bi	87	12	31	5
33	knife_and_fork	86	Non-native speaker	938	2589	318	844	101	bi	87	12	31	5
33	magazines_and_newspapers	43	Non-native speaker	1657	1670	232	3413	154	rev	32	22	31	5
33	match_and_mix	41	Non-native speaker	1041	9361	232	2663	116	rev	0	11	31	5
33	mind_and_body	13	Non-native speaker	861	27103	1084	24657	493	bi	139	11	31	5
33	mother_and_child	102	Non-native speaker	898	24401	1681	23669	632	bi	91	14	31	5
33	name_and_address	90	Non-native speaker	1086	25473	1454	6863	584	bi	516	14	31	5
33	past_and_present	109	Non-native speaker	1066	25393	983	24863	492	bi	251	14	31	5
33	peace_and_war	4	Non-native speaker	810	8703	937	27280	191	rev	22	11	31	5
33	profit_and_loss	99	Non-native speaker	1126	5884	532	11476	608	bi	363	13	31	5
33	punishment_and_crime	30	Non-native speaker	1321	2215	83	6922	137	rev	0	18	31	5
33	sell_and_buy	117	Non-native speaker	1063	7606	97	12293	533	rev	3	10	31	5
33	shares_and_stocks	91	Non-native speaker	1270	8388	258	1688	26	rev	0	15	31	5
33	silver_and_gold	47	Non-native speaker	1124	4883	321	7563	472	rev	52	13	31	5
33	sisters_and_brothers	82	Non-native speaker	1323	1960	141	3513	75	rev	15	18	31	5
33	sound_and_safe	93	Non-native speaker	879	13821	508	6671	225	rev	4	12	31	5
33	sour_and_sweet	97	Non-native speaker	903	622	19	3477	190	rev	0	12	31	5
33	state_and_church	112	Non-native speaker	1172	35580	1467	20207	203	rev	4	14	31	5
33	suffering_and_pain	16	Non-native speaker	1179	4180	185	7012	245	rev	4	16	31	5
33	supply_and_demand	123	Non-native speaker	1116	9550	616	10907	395	bi	177	15	31	5
33	television_and_radio	85	Non-native speaker	1296	9773	668	8733	479	rev	151	18	31	5
33	women_and_men	118	Non-native speaker	693	38240	2015	37104	761	rev	251	11	31	5
33	write_and_read	7	Non-native speaker	845	10649	254	22166	669	rev	2	12	31	5
33	wrong_and_right	21	Non-native speaker	866	15505	435	90699	686	rev	0	13	31	5
34	address_and_name	93	Non-native speaker	1149	6863	386	25473	76	rev	1	14	36	10
34	body_and_mind	45	Non-native speaker	1141	24657	1224	27103	173	rev	51	11	36	10
34	brothers_and_sisters	84	Non-native speaker	1370	3513	524	1960	376	bi	318	18	36	10
34	butter_and_bread	12	Non-native speaker	1051	2087	340	3637	146	rev	0	14	36	10
34	buy_and_sell	67	Non-native speaker	904	12293	240	7606	431	bi	84	10	36	10
34	cause_and_effect	90	Non-native speaker	841	12883	370	23149	270	bi	143	14	36	10
34	child_and_mother	104	Non-native speaker	992	23669	737	24401	426	rev	5	14	36	10
34	church_and_state	96	Non-native speaker	1218	20207	1231	35580	605	bi	102	14	36	10
34	crime_and_punishment	24	Non-native speaker	1418	6922	682	2215	193	bi	109	18	36	10
34	demand_and_supply	50	Non-native speaker	1449	10907	405	9550	310	rev	80	15	36	10
34	drink_and_food	42	Non-native speaker	980	7691	624	18689	818	rev	4	12	36	10
34	family_and_friends	53	Non-native speaker	1252	33713	1866	14540	870	bi	331	16	36	10
34	flora_and_fauna	81	Non-native speaker	1307	954	181	358	140	bi	132	13	36	10
34	fork_and_knife	85	Non-native speaker	967	844	74	2589	19	rev	4	12	36	10
34	forwards_and_backwards	15	Non-native speaker	1276	1470	240	1739	82	rev	60	20	36	10
34	gold_and_silver	17	Non-native speaker	1111	7563	587	4883	490	bi	173	13	36	10
34	groom_and_bride	33	Non-native speaker	1170	499	40	1088	7	rev	0	13	36	10
34	loss_and_profit	115	Non-native speaker	1391	11476	296	5884	168	rev	0	13	36	10
34	men_and_women	91	Non-native speaker	1178	37104	3434	38240	2807	bi	1956	11	36	10
34	mix_and_match	43	Non-native speaker	1193	2663	100	9361	119	bi	43	11	36	10
34	mouse_and_cat	62	Non-native speaker	1220	1856	83	3847	43	rev	0	11	36	10
34	newspapers_and_magazines	108	Non-native speaker	1539	3413	474	1670	198	bi	96	22	36	10
34	night_and_day	79	Non-native speaker	1026	34976	1517	60221	262	rev	110	11	36	10
34	pain_and_suffering	30	Non-native speaker	1421	7012	800	4180	257	bi	83	16	36	10
34	present_and_past	92	Non-native speaker	1213	24863	647	25393	185	rev	25	14	36	10
34	purposes_and_intents	103	Non-native speaker	1629	5833	209	119	1	rev	0	18	36	10
34	queen_and_king	88	Non-native speaker	1038	7717	276	15765	225	rev	0	12	36	10
34	radio_and_television	124	Non-native speaker	1592	8733	682	9773	693	bi	275	18	36	10
34	read_and_write	19	Non-native speaker	1911	22166	581	10649	532	bi	133	12	36	10
34	research_and_development	8	Non-native speaker	1546	26688	1937	32000	2352	bi	739	22	36	10
34	right_and_wrong	68	Non-native speaker	974	90699	2041	15505	194	bi	144	13	36	10
34	safe_and_sound	46	Non-native speaker	2280	6671	587	13821	374	bi	46	12	36	10
34	sciences_and_arts	44	Non-native speaker	1565	2074	160	5308	116	rev	2	15	36	10
34	soul_and_heart	27	Non-native speaker	1287	2909	145	13323	140	rev	1	12	36	10
34	stocks_and_shares	89	Non-native speaker	1514	1688	197	8388	153	bi	74	15	36	10
34	sweet_and_sour	119	Non-native speaker	1089	3477	259	622	68	bi	36	12	36	10
34	trial_and_error	6	Non-native speaker	2397	6386	352	8703	187	bi	156	13	36	10
34	war_and_peace	47	Non-native speaker	1888	27280	1375	8703	335	bi	72	11	36	10
