subject	stim	trial	native	AT	w1_bnc_freq	w1_and_bnc_freq	w2_bnc_freq	and_w2_bnc_freq	stim_type	phrasal_freq	phrasal_length	length_stay	age_expose
1	heart_and_soul	42	Native speaker	715	13323	647	2909	190	bi	57	12	9999	9999
1	husband_and_wife	11	Native speaker	837	10725	1037	16474	577	bi	406	14	9999	9999
1	intents_and_purposes	73	Native speaker	1336	119	110	5833	182	bi	109	18	9999	9999
1	king_and_queen	77	Native speaker	746	15765	691	7717	257	bi	87	12	9999	9999
1	knife_and_fork	86	Native speaker	1156	2589	318	844	101	bi	87	12	9999	9999
1	magazines_and_newspapers	43	Native speaker	1377	1670	232	3413	154	rev	32	22	9999	9999
1	match_and_mix	41	Native speaker	859	9361	232	2663	116	rev	0	11	9999	9999
1	mind_and_body	13	Native speaker	764	27103	1084	24657	493	bi	139	11	9999	9999
1	mother_and_child	102	Native speaker	1281	24401	1681	23669	632	bi	91	14	9999	9999
1	name_and_address	90	Native speaker	1074	25473	1454	6863	584	bi	516	14	9999	9999
1	past_and_present	109	Native speaker	994	25393	983	24863	492	bi	251	14	9999	9999
1	peace_and_war	4	Native speaker	666	8703	937	27280	191	rev	22	11	9999	9999
1	profit_and_loss	99	Native speaker	1043	5884	532	11476	608	bi	363	13	9999	9999
1	punishment_and_crime	30	Native speaker	1070	2215	83	6922	137	rev	0	18	9999	9999
1	sell_and_buy	117	Native speaker	825	7606	97	12293	533	rev	3	10	9999	9999
1	shares_and_stocks	91	Native speaker	1107	8388	258	1688	26	rev	0	15	9999	9999
1	silver_and_gold	47	Native speaker	829	4883	321	7563	472	rev	52	13	9999	9999
1	sisters_and_brothers	82	Native speaker	1177	1960	141	3513	75	rev	15	18	9999	9999
1	sound_and_safe	93	Native speaker	984	13821	508	6671	225	rev	4	12	9999	9999
1	sour_and_sweet	97	Native speaker	974	622	19	3477	190	rev	0	12	9999	9999
1	state_and_church	112	Native speaker	1220	35580	1467	20207	203	rev	4	14	9999	9999
1	suffering_and_pain	16	Native speaker	1072	4180	185	7012	245	rev	4	16	9999	9999
1	supply_and_demand	123	Native speaker	1169	9550	616	10907	395	bi	177	15	9999	9999
1	television_and_radio	85	Native speaker	1303	9773	668	8733	479	rev	151	18	9999	9999
1	women_and_men	118	Native speaker	816	38240	2015	37104	761	rev	251	11	9999	9999
1	write_and_read	7	Native speaker	744	10649	254	22166	669	rev	2	12	9999	9999
1	wrong_and_right	21	Native speaker	882	15505	435	90699	686	rev	0	13	9999	9999
20	alive_and_well	26	Native speaker	714	4039	431	142377	1162	bi	114	12	9999	9999
20	arts_and_sciences	62	Native speaker	1221	5308	628	2074	60	bi	52	15	9999	9999
20	backwards_and_forwards	61	Native speaker	1083	1739	343	1470	262	bi	223	20	9999	9999
20	black_and_white	5	Native speaker	655	23864	2058	23427	2388	bi	1096	13	9999	9999
20	bread_and_butter	50	Native speaker	789	3637	886	2087	307	bi	204	14	9999	9999
20	bride_and_groom	25	Native speaker	1516	1088	155	499	109	bi	97	13	9999	9999
20	cat_and_mouse	114	Native speaker	834	3847	180	1856	96	bi	37	11	9999	9999
20	day_and_night	87	Native speaker	671	60221	2676	34976	437	bi	319	11	9999	9999
20	development_and_research	56	Native speaker	1227	32000	1733	26688	789	rev	4	22	9999	9999
20	east_and_west	71	Native speaker	837	17261	931	21019	1183	bi	380	11	9999	9999
20	effect_and_cause	88	Native speaker	1101	23149	12883	12883	264	rev	2	14	9999	9999
20	error_and_trial	24	Native speaker	897	3809	96	6386	41	rev	0	13	9999	9999
20	fauna_and_flora	83	Native speaker	867	358	61	954	74	rev	38	13	9999	9999
20	food_and_drink	33	Native speaker	729	18689	2347	7691	606	bi	338	12	9999	9999
20	friends_and_family	60	Native speaker	843	14540	1479	33713	974	rev	101	16	9999	9999
20	heart_and_soul	42	Native speaker	740	13323	647	2909	190	bi	57	12	9999	9999
20	husband_and_wife	11	Native speaker	833	10725	1037	16474	577	bi	406	14	9999	9999
20	intents_and_purposes	73	Native speaker	1128	119	110	5833	182	bi	109	18	9999	9999
20	king_and_queen	77	Native speaker	663	15765	691	7717	257	bi	87	12	9999	9999
20	knife_and_fork	86	Native speaker	786	2589	318	844	101	bi	87	12	9999	9999
20	magazines_and_newspapers	43	Native speaker	1484	1670	232	3413	154	rev	32	22	9999	9999
20	match_and_mix	41	Native speaker	921	9361	232	2663	116	rev	0	11	9999	9999
20	mind_and_body	13	Native speaker	841	27103	1084	24657	493	bi	139	11	9999	9999
20	mother_and_child	102	Native speaker	1156	24401	1681	23669	632	bi	91	14	9999	9999
20	name_and_address	90	Native speaker	807	25473	1454	6863	584	bi	516	14	9999	9999
20	past_and_present	109	Native speaker	899	25393	983	24863	492	bi	251	14	9999	9999
20	peace_and_war	4	Native speaker	675	8703	937	27280	191	rev	22	11	9999	9999
20	profit_and_loss	99	Native speaker	791	5884	532	11476	608	bi	363	13	9999	9999
20	punishment_and_crime	30	Native speaker	1079	2215	83	6922	137	rev	0	18	9999	9999
20	sell_and_buy	117	Native speaker	974	7606	97	12293	533	rev	3	10	9999	9999
20	shares_and_stocks	91	Native speaker	1105	8388	258	1688	26	rev	0	15	9999	9999
20	silver_and_gold	47	Native speaker	1036	4883	321	7563	472	rev	52	13	9999	9999
20	sisters_and_brothers	82	Native speaker	1197	1960	141	3513	75	rev	15	18	9999	9999
20	sound_and_safe	93	Native speaker	746	13821	508	6671	225	rev	4	12	9999	9999
20	sour_and_sweet	97	Native speaker	993	622	19	3477	190	rev	0	12	9999	9999
20	state_and_church	112	Native speaker	1179	35580	1467	20207	203	rev	4	14	9999	9999
20	suffering_and_pain	16	Native speaker	977	4180	185	7012	245	rev	4	16	9999	9999
20	supply_and_demand	123	Native speaker	1073	9550	616	10907	395	bi	177	15	9999	9999
20	television_and_radio	85	Native speaker	1112	9773	668	8733	479	rev	151	18	9999	9999
20	women_and_men	118	Native speaker	815	38240	2015	37104	761	rev	251	11	9999	9999
20	write_and_read	7	Native speaker	760	10649	254	22166	669	rev	2	12	9999	9999
20	wrong_and_right	21	Native speaker	728	15505	435	90699	686	rev	0	13	9999	9999
21	address_and_name	93	Non-native speaker	1059	6863	386	25473	76	rev	1	14	24	3
21	body_and_mind	45	Non-native speaker	848	24657	1224	27103	173	rev	51	11	24	3
21	brothers_and_sisters	84	Non-native speaker	1261	3513	524	1960	376	bi	318	18	24	3
21	butter_and_bread	12	Non-native speaker	765	2087	340	3637	146	rev	0	14	24	3
21	buy_and_sell	67	Non-native speaker	1012	12293	240	7606	431	bi	84	10	24	3
21	cause_and_effect	90	Non-native speaker	1110	12883	370	23149	270	bi	143	14	24	3
21	child_and_mother	104	Non-native speaker	1030	23669	737	24401	426	rev	5	14	24	3
21	church_and_state	96	Non-native speaker	1179	20207	1231	35580	605	bi	102	14	24	3
21	crime_and_punishment	24	Non-native speaker	1160	6922	682	2215	193	bi	109	18	24	3
21	demand_and_supply	50	Non-native speaker	1101	10907	405	9550	310	rev	80	15	24	3
21	drink_and_food	42	Non-native speaker	934	7691	624	18689	818	rev	4	12	24	3
21	family_and_friends	53	Non-native speaker	1212	33713	1866	14540	870	bi	331	16	24	3
21	flora_and_fauna	81	Non-native speaker	1169	954	181	358	140	bi	132	13	24	3
21	fork_and_knife	85	Non-native speaker	974	844	74	2589	19	rev	4	12	24	3
21	forwards_and_backwards	15	Non-native speaker	1446	1470	240	1739	82	rev	60	20	24	3
21	gold_and_silver	17	Non-native speaker	1089	7563	587	4883	490	bi	173	13	24	3
21	groom_and_bride	33	Non-native speaker	825	499	40	1088	7	rev	0	13	24	3
21	loss_and_profit	115	Non-native speaker	1088	11476	296	5884	168	rev	0	13	24	3
21	men_and_women	91	Non-native speaker	875	37104	3434	38240	2807	bi	1956	11	24	3
21	mix_and_match	43	Non-native speaker	1079	2663	100	9361	119	bi	43	11	24	3
21	mouse_and_cat	62	Non-native speaker	920	1856	83	3847	43	rev	0	11	24	3
21	newspapers_and_magazines	108	Non-native speaker	1520	3413	474	1670	198	bi	96	22	24	3
21	night_and_day	79	Non-native speaker	929	34976	1517	60221	262	rev	110	11	24	3
21	pain_and_suffering	30	Non-native speaker	1078	7012	800	4180	257	bi	83	16	24	3
21	present_and_past	92	Non-native speaker	1272	24863	647	25393	185	rev	25	14	24	3
21	purposes_and_intents	103	Non-native speaker	1463	5833	209	119	1	rev	0	18	24	3
21	radio_and_television	124	Non-native speaker	1216	8733	682	9773	693	bi	275	18	24	3
21	read_and_write	19	Non-native speaker	858	22166	581	10649	532	bi	133	12	24	3
21	research_and_development	8	Non-native speaker	1326	26688	1937	32000	2352	bi	739	22	24	3
21	right_and_wrong	68	Non-native speaker	976	90699	2041	15505	194	bi	144	13	24	3
21	safe_and_sound	46	Non-native speaker	1156	6671	587	13821	374	bi	46	12	24	3
21	sciences_and_arts	44	Non-native speaker	1437	2074	160	5308	116	rev	2	15	24	3
21	soul_and_heart	27	Non-native speaker	1138	2909	145	13323	140	rev	1	12	24	3
21	stocks_and_shares	89	Non-native speaker	1299	1688	197	8388	153	bi	74	15	24	3
21	sweet_and_sour	119	Non-native speaker	1200	3477	259	622	68	bi	36	12	24	3
21	trial_and_error	6	Non-native speaker	932	6386	352	8703	187	bi	156	13	24	3
21	war_and_peace	47	Non-native speaker	1111	27280	1375	8703	335	bi	72	11	24	3
21	well_and_alive	57	Non-native speaker	1050	142377	1832	4039	49	rev	0	12	24	3
21	west_and_east	117	Non-native speaker	1300	21019	594	17261	659	rev	63	11	24	3
21	white_and_black	32	Non-native speaker	931	23427	911	23864	927	rev	51	13	24	3
21	wife_and_husband	123	Non-native speaker	1060	16474	1450	10725	97	rev	9	14	24	3
22	alive_and_well	26	Native speaker	728	4039	431	142377	1162	bi	114	12	9999	9999
22	arts_and_sciences	62	Native speaker	1013	5308	628	2074	60	bi	52	15	9999	9999
22	backwards_and_forwards	61	Native speaker	1065	1739	343	1470	262	bi	223	20	9999	9999
22	black_and_white	5	Native speaker	571	23864	2058	23427	2388	bi	1096	13	9999	9999
22	bread_and_butter	50	Native speaker	558	3637	886	2087	307	bi	204	14	9999	9999
22	bride_and_groom	25	Native speaker	1123	1088	155	499	109	bi	97	13	9999	9999
22	cat_and_mouse	114	Native speaker	2156	3847	180	1856	96	bi	37	11	9999	9999
22	day_and_night	87	Native speaker	677	60221	2676	34976	437	bi	319	11	9999	9999
22	development_and_research	56	Native speaker	1193	32000	1733	26688	789	rev	4	22	9999	9999
22	east_and_west	71	Native speaker	780	17261	931	21019	1183	bi	380	11	9999	9999
22	effect_and_cause	88	Native speaker	1008	23149	12883	12883	264	rev	2	14	9999	9999
22	error_and_trial	24	Native speaker	793	3809	96	6386	41	rev	0	13	9999	9999
22	fauna_and_flora	83	Native speaker	829	358	61	954	74	rev	38	13	9999	9999
22	food_and_drink	33	Native speaker	473	18689	2347	7691	606	bi	338	12	9999	9999
22	friends_and_family	60	Native speaker	789	14540	1479	33713	974	rev	101	16	9999	9999
22	heart_and_soul	42	Native speaker	727	13323	647	2909	190	bi	57	12	9999	9999
22	husband_and_wife	11	Native speaker	724	10725	1037	16474	577	bi	406	14	9999	9999
22	intents_and_purposes	73	Native speaker	1022	119	110	5833	182	bi	109	18	9999	9999
22	knife_and_fork	86	Native speaker	828	2589	318	844	101	bi	87	12	9999	9999
22	magazines_and_newspapers	43	Native speaker	1200	1670	232	3413	154	rev	32	22	9999	9999
22	match_and_mix	41	Native speaker	747	9361	232	2663	116	rev	0	11	9999	9999
22	mind_and_body	13	Native speaker	740	27103	1084	24657	493	bi	139	11	9999	9999
22	mother_and_child	102	Native speaker	860	24401	1681	23669	632	bi	91	14	9999	9999
22	name_and_address	90	Native speaker	875	25473	1454	6863	584	bi	516	14	9999	9999
22	past_and_present	109	Native speaker	988	25393	983	24863	492	bi	251	14	9999	9999
22	peace_and_war	4	Native speaker	604	8703	937	27280	191	rev	22	11	9999	9999
22	profit_and_loss	99	Native speaker	971	5884	532	11476	608	bi	363	13	9999	9999
22	punishment_and_crime	30	Native speaker	912	2215	83	6922	137	rev	0	18	9999	9999
22	sell_and_buy	117	Native speaker	784	7606	97	12293	533	rev	3	10	9999	9999
22	shares_and_stocks	91	Native speaker	1068	8388	258	1688	26	rev	0	15	9999	9999
22	silver_and_gold	47	Native speaker	900	4883	321	7563	472	rev	52	13	9999	9999
22	sisters_and_brothers	82	Native speaker	984	1960	141	3513	75	rev	15	18	9999	9999
22	sound_and_safe	93	Native speaker	774	13821	508	6671	225	rev	4	12	9999	9999
22	sour_and_sweet	97	Native speaker	895	622	19	3477	190	rev	0	12	9999	9999
22	state_and_church	112	Native speaker	1019	35580	1467	20207	203	rev	4	14	9999	9999
22	suffering_and_pain	16	Native speaker	958	4180	185	7012	245	rev	4	16	9999	9999
22	supply_and_demand	123	Native speaker	946	9550	616	10907	395	bi	177	15	9999	9999
22	television_and_radio	85	Native speaker	1038	9773	668	8733	479	rev	151	18	9999	9999
22	women_and_men	118	Native speaker	823	38240	2015	37104	761	rev	251	11	9999	9999
22	write_and_read	7	Native speaker	730	10649	254	22166	669	rev	2	12	9999	9999
22	wrong_and_right	21	Native speaker	714	15505	435	90699	686	rev	0	13	9999	9999
23	address_and_name	93	Native speaker	988	6863	386	25473	76	rev	1	14	9999	9999
23	body_and_mind	45	Native speaker	890	24657	1224	27103	173	rev	51	11	9999	9999
23	brothers_and_sisters	84	Native speaker	1208	3513	524	1960	376	bi	318	18	9999	9999
23	butter_and_bread	12	Native speaker	788	2087	340	3637	146	rev	0	14	9999	9999
23	buy_and_sell	67	Native speaker	908	12293	240	7606	431	bi	84	10	9999	9999
23	cause_and_effect	90	Native speaker	918	12883	370	23149	270	bi	143	14	9999	9999
23	child_and_mother	104	Native speaker	996	23669	737	24401	426	rev	5	14	9999	9999
23	church_and_state	96	Native speaker	1008	20207	1231	35580	605	bi	102	14	9999	9999
23	crime_and_punishment	24	Native speaker	1101	6922	682	2215	193	bi	109	18	9999	9999
23	demand_and_supply	50	Native speaker	1071	10907	405	9550	310	rev	80	15	9999	9999
23	drink_and_food	42	Native speaker	847	7691	624	18689	818	rev	4	12	9999	9999
23	family_and_friends	53	Native speaker	1052	33713	1866	14540	870	bi	331	16	9999	9999
23	flora_and_fauna	81	Native speaker	942	954	181	358	140	bi	132	13	9999	9999
23	fork_and_knife	85	Native speaker	665	844	74	2589	19	rev	4	12	9999	9999
23	forwards_and_backwards	15	Native speaker	1024	1470	240	1739	82	rev	60	20	9999	9999
23	gold_and_silver	17	Native speaker	909	7563	587	4883	490	bi	173	13	9999	9999
23	groom_and_bride	33	Native speaker	748	499	40	1088	7	rev	0	13	9999	9999
23	loss_and_profit	115	Native speaker	958	11476	296	5884	168	rev	0	13	9999	9999
23	men_and_women	91	Native speaker	868	37104	3434	38240	2807	bi	1956	11	9999	9999
23	mix_and_match	43	Native speaker	1067	2663	100	9361	119	bi	43	11	9999	9999
23	mouse_and_cat	62	Native speaker	789	1856	83	3847	43	rev	0	11	9999	9999
23	newspapers_and_magazines	108	Native speaker	1435	3413	474	1670	198	bi	96	22	9999	9999
23	night_and_day	79	Native speaker	736	34976	1517	60221	262	rev	110	11	9999	9999
23	pain_and_suffering	30	Native speaker	1001	7012	800	4180	257	bi	83	16	9999	9999
23	present_and_past	92	Native speaker	1164	24863	647	25393	185	rev	25	14	9999	9999
23	purposes_and_intents	103	Native speaker	1301	5833	209	119	1	rev	0	18	9999	9999
23	queen_and_king	88	Native speaker	799	7717	276	15765	225	rev	0	12	9999	9999
23	radio_and_television	124	Native speaker	1156	8733	682	9773	693	bi	275	18	9999	9999
23	read_and_write	19	Native speaker	813	22166	581	10649	532	bi	133	12	9999	9999
23	research_and_development	8	Native speaker	1175	26688	1937	32000	2352	bi	739	22	9999	9999
23	right_and_wrong	68	Native speaker	926	90699	2041	15505	194	bi	144	13	9999	9999
23	safe_and_sound	46	Native speaker	978	6671	587	13821	374	bi	46	12	9999	9999
23	sciences_and_arts	44	Native speaker	1126	2074	160	5308	116	rev	2	15	9999	9999
23	soul_and_heart	27	Native speaker	1032	2909	145	13323	140	rev	1	12	9999	9999
23	stocks_and_shares	89	Native speaker	1180	1688	197	8388	153	bi	74	15	9999	9999
23	sweet_and_sour	119	Native speaker	1039	3477	259	622	68	bi	36	12	9999	9999
23	trial_and_error	6	Native speaker	1003	6386	352	8703	187	bi	156	13	9999	9999
23	war_and_peace	47	Native speaker	2033	27280	1375	8703	335	bi	72	11	9999	9999
23	well_and_alive	57	Native speaker	821	142377	1832	4039	49	rev	0	12	9999	9999
23	west_and_east	117	Native speaker	1038	21019	594	17261	659	rev	63	11	9999	9999
23	white_and_black	32	Native speaker	645	23427	911	23864	927	rev	51	13	9999	9999
23	wife_and_husband	123	Native speaker	960	16474	1450	10725	97	rev	9	14	9999	9999
24	address_and_name	93	Native speaker	1240	6863	386	25473	76	rev	1	14	9999	9999
24	body_and_mind	45	Native speaker	887	24657	1224	27103	173	rev	51	11	9999	9999
24	brothers_and_sisters	84	Native speaker	1249	3513	524	1960	376	bi	318	18	9999	9999
24	butter_and_bread	12	Native speaker	771	2087	340	3637	146	rev	0	14	9999	9999
24	buy_and_sell	67	Native speaker	744	12293	240	7606	431	bi	84	10	9999	9999
24	child_and_mother	104	Native speaker	1088	23669	737	24401	426	rev	5	14	9999	9999
24	church_and_state	96	Native speaker	954	20207	1231	35580	605	bi	102	14	9999	9999
24	crime_and_punishment	24	Native speaker	1032	6922	682	2215	193	bi	109	18	9999	9999
24	demand_and_supply	50	Native speaker	1072	10907	405	9550	310	rev	80	15	9999	9999
24	drink_and_food	42	Native speaker	825	7691	624	18689	818	rev	4	12	9999	9999
24	family_and_friends	53	Native speaker	1124	33713	1866	14540	870	bi	331	16	9999	9999
24	flora_and_fauna	81	Native speaker	1086	954	181	358	140	bi	132	13	9999	9999
24	fork_and_knife	85	Native speaker	725	844	74	2589	19	rev	4	12	9999	9999
24	forwards_and_backwards	15	Native speaker	1272	1470	240	1739	82	rev	60	20	9999	9999
24	gold_and_silver	17	Native speaker	884	7563	587	4883	490	bi	173	13	9999	9999
24	groom_and_bride	33	Native speaker	1096	499	40	1088	7	rev	0	13	9999	9999
24	loss_and_profit	115	Native speaker	1000	11476	296	5884	168	rev	0	13	9999	9999
24	men_and_women	91	Native speaker	841	37104	3434	38240	2807	bi	1956	11	9999	9999
24	mix_and_match	43	Native speaker	996	2663	100	9361	119	bi	43	11	9999	9999
24	mouse_and_cat	62	Native speaker	1160	1856	83	3847	43	rev	0	11	9999	9999
24	newspapers_and_magazines	108	Native speaker	1824	3413	474	1670	198	bi	96	22	9999	9999
24	night_and_day	79	Native speaker	775	34976	1517	60221	262	rev	110	11	9999	9999
24	pain_and_suffering	30	Native speaker	1079	7012	800	4180	257	bi	83	16	9999	9999
24	present_and_past	92	Native speaker	1157	24863	647	25393	185	rev	25	14	9999	9999
24	purposes_and_intents	103	Native speaker	1181	5833	209	119	1	rev	0	18	9999	9999
24	queen_and_king	88	Native speaker	798	7717	276	15765	225	rev	0	12	9999	9999
24	radio_and_television	124	Native speaker	1229	8733	682	9773	693	bi	275	18	9999	9999
24	read_and_write	19	Native speaker	2033	22166	581	10649	532	bi	133	12	9999	9999
24	research_and_development	8	Native speaker	1065	26688	1937	32000	2352	bi	739	22	9999	9999
24	safe_and_sound	46	Native speaker	994	6671	587	13821	374	bi	46	12	9999	9999
24	sciences_and_arts	44	Native speaker	1542	2074	160	5308	116	rev	2	15	9999	9999
24	soul_and_heart	27	Native speaker	1120	2909	145	13323	140	rev	1	12	9999	9999
24	stocks_and_shares	89	Native speaker	1179	1688	197	8388	153	bi	74	15	9999	9999
24	sweet_and_sour	119	Native speaker	931	3477	259	622	68	bi	36	12	9999	9999
24	trial_and_error	6	Native speaker	941	6386	352	8703	187	bi	156	13	9999	9999
24	war_and_peace	47	Native speaker	1479	27280	1375	8703	335	bi	72	11	9999	9999
24	well_and_alive	57	Native speaker	1110	142377	1832	4039	49	rev	0	12	9999	9999
24	west_and_east	117	Native speaker	1056	21019	594	17261	659	rev	63	11	9999	9999
24	white_and_black	32	Native speaker	733	23427	911	23864	927	rev	51	13	9999	9999
24	wife_and_husband	123	Native speaker	1068	16474	1450	10725	97	rev	9	14	9999	9999
25	arts_and_sciences	62	Non-native speaker	912	5308	628	2074	60	bi	52	15	24	7
25	backwards_and_forwards	61	Non-native speaker	1222	1739	343	1470	262	bi	223	20	24	7
25	black_and_white	5	Non-native speaker	776	23864	2058	23427	2388	bi	1096	13	24	7
25	bread_and_butter	50	Non-native speaker	800	3637	886	2087	307	bi	204	14	24	7
25	bride_and_groom	25	Non-native speaker	956	1088	155	499	109	bi	97	13	24	7
25	cat_and_mouse	114	Non-native speaker	970	3847	180	1856	96	bi	37	11	24	7
25	day_and_night	87	Non-native speaker	841	60221	2676	34976	437	bi	319	11	24	7
25	development_and_research	56	Non-native speaker	1521	32000	1733	26688	789	rev	4	22	24	7
25	east_and_west	71	Non-native speaker	1051	17261	931	21019	1183	bi	380	11	24	7
25	effect_and_cause	88	Non-native speaker	1090	23149	12883	12883	264	rev	2	14	24	7
25	error_and_trial	24	Non-native speaker	1160	3809	96	6386	41	rev	0	13	24	7
25	fauna_and_flora	83	Non-native speaker	1073	358	61	954	74	rev	38	13	24	7
25	food_and_drink	33	Non-native speaker	900	18689	2347	7691	606	bi	338	12	24	7
25	friends_and_family	60	Non-native speaker	1050	14540	1479	33713	974	rev	101	16	24	7
25	heart_and_soul	42	Non-native speaker	997	13323	647	2909	190	bi	57	12	24	7
25	husband_and_wife	11	Non-native speaker	1006	10725	1037	16474	577	bi	406	14	24	7
25	intents_and_purposes	73	Non-native speaker	1444	119	110	5833	182	bi	109	18	24	7
25	king_and_queen	77	Non-native speaker	1955	15765	691	7717	257	bi	87	12	24	7
25	knife_and_fork	86	Non-native speaker	966	2589	318	844	101	bi	87	12	24	7
25	magazines_and_newspapers	43	Non-native speaker	1599	1670	232	3413	154	rev	32	22	24	7
25	match_and_mix	41	Non-native speaker	917	9361	232	2663	116	rev	0	11	24	7
25	mind_and_body	13	Non-native speaker	832	27103	1084	24657	493	bi	139	11	24	7
25	mother_and_child	102	Non-native speaker	968	24401	1681	23669	632	bi	91	14	24	7
25	name_and_address	90	Non-native speaker	1033	25473	1454	6863	584	bi	516	14	24	7
25	past_and_present	109	Non-native speaker	1037	25393	983	24863	492	bi	251	14	24	7
25	peace_and_war	4	Non-native speaker	830	8703	937	27280	191	rev	22	11	24	7
25	profit_and_loss	99	Non-native speaker	1067	5884	532	11476	608	bi	363	13	24	7
25	punishment_and_crime	30	Non-native speaker	1229	2215	83	6922	137	rev	0	18	24	7
25	sell_and_buy	117	Non-native speaker	919	7606	97	12293	533	rev	3	10	24	7
25	shares_and_stocks	91	Non-native speaker	857	8388	258	1688	26	rev	0	15	24	7
25	silver_and_gold	47	Non-native speaker	1014	4883	321	7563	472	rev	52	13	24	7
25	sisters_and_brothers	82	Non-native speaker	1148	1960	141	3513	75	rev	15	18	24	7
25	sound_and_safe	93	Non-native speaker	2350	13821	508	6671	225	rev	4	12	24	7
25	sour_and_sweet	97	Non-native speaker	1135	622	19	3477	190	rev	0	12	24	7
25	state_and_church	112	Non-native speaker	1156	35580	1467	20207	203	rev	4	14	24	7
25	suffering_and_pain	16	Non-native speaker	1142	4180	185	7012	245	rev	4	16	24	7
25	supply_and_demand	123	Non-native speaker	1239	9550	616	10907	395	bi	177	15	24	7
25	television_and_radio	85	Non-native speaker	1279	9773	668	8733	479	rev	151	18	24	7
25	women_and_men	118	Non-native speaker	878	38240	2015	37104	761	rev	251	11	24	7
25	write_and_read	7	Non-native speaker	816	10649	254	22166	669	rev	2	12	24	7
25	wrong_and_right	21	Non-native speaker	852	15505	435	90699	686	rev	0	13	24	7
26	alive_and_well	26	Native speaker	808	4039	431	142377	1162	bi	114	12	9999	9999
26	arts_and_sciences	62	Native speaker	1222	5308	628	2074	60	bi	52	15	9999	9999
26	backwards_and_forwards	61	Native speaker	1146	1739	343	1470	262	bi	223	20	9999	9999
26	black_and_white	5	Native speaker	678	23864	2058	23427	2388	bi	1096	13	9999	9999
26	bread_and_butter	50	Native speaker	736	3637	886	2087	307	bi	204	14	9999	9999
26	bride_and_groom	25	Native speaker	782	1088	155	499	109	bi	97	13	9999	9999
26	cat_and_mouse	114	Native speaker	804	3847	180	1856	96	bi	37	11	9999	9999
26	day_and_night	87	Native speaker	742	60221	2676	34976	437	bi	319	11	9999	9999
26	development_and_research	56	Native speaker	1389	32000	1733	26688	789	rev	4	22	9999	9999
26	east_and_west	71	Native speaker	777	17261	931	21019	1183	bi	380	11	9999	9999
26	effect_and_cause	88	Native speaker	1096	23149	12883	12883	264	rev	2	14	9999	9999
26	error_and_trial	24	Native speaker	1052	3809	96	6386	41	rev	0	13	9999	9999
26	fauna_and_flora	83	Native speaker	887	358	61	954	74	rev	38	13	9999	9999
26	food_and_drink	33	Native speaker	691	18689	2347	7691	606	bi	338	12	9999	9999
26	friends_and_family	60	Native speaker	892	14540	1479	33713	974	rev	101	16	9999	9999
26	heart_and_soul	42	Native speaker	846	13323	647	2909	190	bi	57	12	9999	9999
26	husband_and_wife	11	Native speaker	711	10725	1037	16474	577	bi	406	14	9999	9999
26	intents_and_purposes	73	Native speaker	1361	119	110	5833	182	bi	109	18	9999	9999
26	king_and_queen	77	Native speaker	756	15765	691	7717	257	bi	87	12	9999	9999
26	knife_and_fork	86	Native speaker	752	2589	318	844	101	bi	87	12	9999	9999
26	magazines_and_newspapers	43	Native speaker	1482	1670	232	3413	154	rev	32	22	9999	9999
26	match_and_mix	41	Native speaker	842	9361	232	2663	116	rev	0	11	9999	9999
26	mind_and_body	13	Native speaker	818	27103	1084	24657	493	bi	139	11	9999	9999
26	mother_and_child	102	Native speaker	893	24401	1681	23669	632	bi	91	14	9999	9999
26	name_and_address	90	Native speaker	942	25473	1454	6863	584	bi	516	14	9999	9999
26	past_and_present	109	Native speaker	895	25393	983	24863	492	bi	251	14	9999	9999
26	peace_and_war	4	Native speaker	641	8703	937	27280	191	rev	22	11	9999	9999
26	profit_and_loss	99	Native speaker	934	5884	532	11476	608	bi	363	13	9999	9999
26	punishment_and_crime	30	Native speaker	1024	2215	83	6922	137	rev	0	18	9999	9999
26	sell_and_buy	117	Native speaker	902	7606	97	12293	533	rev	3	10	9999	9999
26	shares_and_stocks	91	Native speaker	1039	8388	258	1688	26	rev	0	15	9999	9999
26	silver_and_gold	47	Native speaker	908	4883	321	7563	472	rev	52	13	9999	9999
26	sisters_and_brothers	82	Native speaker	1121	1960	141	3513	75	rev	15	18	9999	9999
26	sound_and_safe	93	Native speaker	785	13821	508	6671	225	rev	4	12	9999	9999
26	sour_and_sweet	97	Native speaker	937	622	19	3477	190	rev	0	12	9999	9999
26	state_and_church	112	Native speaker	1040	35580	1467	20207	203	rev	4	14	9999	9999
26	suffering_and_pain	16	Native speaker	926	4180	185	7012	245	rev	4	16	9999	9999
26	supply_and_demand	123	Native speaker	1117	9550	616	10907	395	bi	177	15	9999	9999
26	television_and_radio	85	Native speaker	1209	9773	668	8733	479	rev	151	18	9999	9999
26	women_and_men	118	Native speaker	753	38240	2015	37104	761	rev	251	11	9999	9999
26	write_and_read	7	Native speaker	720	10649	254	22166	669	rev	2	12	9999	9999
26	wrong_and_right	21	Native speaker	694	15505	435	90699	686	rev	0	13	9999	9999
28	address_and_name	93	Native speaker	1219	6863	386	25473	76	rev	1	14	9999	9999
28	body_and_mind	45	Native speaker	1708	24657	1224	27103	173	rev	51	11	9999	9999
28	brothers_and_sisters	84	Native speaker	1073	3513	524	1960	376	bi	318	18	9999	9999
28	butter_and_bread	12	Native speaker	790	2087	340	3637	146	rev	0	14	9999	9999
